Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A687949,Apollo,10/10/2014 17:53,Oct-14,9/12/2012,Adoption,,Dog,Neutered Male,2 years,Australian Kelpie Mix,Black/Tan
A833864,,5/12/2021 16:48,May-21,5/4/2021,Euthanasia,Suffering,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby/White
A706245,,6/26/2015 17:12,Jun-15,6/11/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A713109,,10/4/2015 9:22,Oct-15,10/2/2013,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A718705,*Thor,1/12/2016 19:00,Jan-16,1/5/2014,Adoption,,Dog,Neutered Male,2 years,Siberian Husky Mix,Black/White
A685791,Chispa,8/13/2014 18:41,Aug-14,2/12/2013,Adoption,,Dog,Neutered Male,1 year,Catahoula Mix,White/Tan
A803510,Rocky,9/3/2019 11:56,Sep-19,3/2/2018,Transfer,Partner,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Black/Tan
A732051,*Cinnamon,8/8/2016 15:12,Aug-16,6/24/2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A743602,*Dodger,2/14/2017 14:46,Feb-17,5/1/2016,Transfer,Partner,Other,Intact Male,9 months,Guinea Pig Mix,Tricolor
A744629,Hazel,3/15/2017 11:49,Mar-17,3/4/2012,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue/White
A776224,Taylor,7/12/2018 19:02,Jul-18,9/26/2011,Transfer,Partner,Dog,Spayed Female,6 years,Shiba Inu Mix,Tan
A788493,,2/7/2019 13:12,Feb-19,4/3/2018,Transfer,Partner,Dog,Neutered Male,10 months,Standard Poodle/Labrador Retriever,Cream
A754938,Ivory,7/29/2017 15:24,Jul-17,6/6/2016,Return to Owner,,Dog,Intact Female,1 year,Australian Cattle Dog/German Shepherd,Black/Brown
A839879,*Winnie,9/9/2021 11:55,Sep-21,8/5/2020,Transfer,Out State,Dog,Spayed Female,1 year,Labrador Retriever/Beagle,Black/White
A719479,Snake Finder,8/13/2017 13:55,Aug-17,1/21/2015,Return to Owner,,Dog,Neutered Male,2 years,Miniature Pinscher,Black/Tan
A720562,*Joni,2/21/2016 12:39,Feb-16,2/11/2012,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
A718919,,1/9/2016 14:55,Jan-16,1/9/2015,Transfer,Partner,Other,Unknown,1 year,Rabbit Sh Mix,Black/White
A766116,Max,2/13/2018 11:14,Feb-18,2/2/2015,Return to Owner,,Dog,Neutered Male,3 years,Rottweiler/Staffordshire,Blue/Tan
A856357,*Manon,6/9/2022 9:08,Jun-22,3/27/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A667908,,11/25/2013 11:56,Nov-13,2/24/2013,Transfer,Partner,Dog,Intact Female,9 months,Pit Bull Mix,White
A721171,Louie,2/25/2016 15:51,Feb-16,12/7/2015,Adoption,,Dog,Neutered Male,2 months,Dachshund Mix,Red/White
A819694,Zoey,7/12/2020 13:42,Jul-20,3/12/2020,Transfer,Partner,Dog,Intact Female,4 months,Yorkshire Terrier Mix,Black/White
A605223,*Coconut,7/5/2014 18:49,Jul-14,9/5/2010,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A761895,,11/18/2017 14:25,Nov-17,9/3/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby
A845878,*Bruce,1/19/2022 15:25,Jan-22,10/5/2021,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Blue
A729037,Blanco,7/1/2016 18:44,Jul-16,4/12/2016,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A832174,Monster,4/16/2021 16:11,Apr-21,4/9/2013,Adoption,,Dog,Spayed Female,8 years,Pit Bull,Blue
A797068,Chumley,6/15/2019 17:25,Jun-19,6/8/2017,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A731908,*Shorty,9/4/2016 17:33,Sep-16,7/29/2015,Adoption,,Dog,Neutered Male,1 year,Staffordshire/Basset Hound,Brown Brindle/White
A705501,Chato,6/27/2015 13:19,Jun-15,3/12/2015,Return to Owner,,Dog,Intact Male,3 months,Boxer,Black Brindle/White
A684628,*Cody,8/1/2014 18:05,Aug-14,7/26/2013,Adoption,,Dog,Neutered Male,1 year,Akita Mix,Sable
A788671,Lulu,7/6/2019 18:12,Jul-19,10/6/2017,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Red
A740771,*Edmund,12/24/2016 15:52,Dec-16,12/22/2015,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow
A773488,*O'Malley,7/25/2018 6:31,Jul-18,4/29/2018,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A692406,*Remington,12/1/2014 16:02,Dec-14,11/19/2013,Adoption,,Dog,Neutered Male,1 year,Australian Shepherd/Australian Cattle Dog,Black/Yellow Brindle
A863893,Logan,9/26/2022 12:49,Sep-22,6/17/2022,Adoption,,Dog,Neutered Male,3 months,Pointer Mix,White/Black
A697608,Effie,2/27/2015 18:10,Feb-15,11/26/2014,Adoption,,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue Tabby/White
A753292,Chaco,7/5/2017 15:19,Jul-17,7/4/2001,Adoption,,Cat,Neutered Male,16 years,Persian,White/Brown Tabby
A732325,Tobi,8/19/2016 18:01,Aug-16,2/6/2015,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Chocolate/Black
A836935,Aries,6/19/2021 16:08,Jun-21,6/15/2020,Return to Owner,,Dog,Intact Male,1 year,Siberian Husky Mix,Black/Tan
A720727,Rooster 11,3/8/2016 13:47,Mar-16,2/14/2015,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Black/Red
A753146,*Susan,8/5/2017 17:40,Aug-17,6/2/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A716395,*Jenny,11/28/2015 17:27,Nov-15,11/19/2013,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Fawn/White
A664661,Lily,10/13/2013 17:04,Oct-13,8/7/2013,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A705337,Haylie,8/15/2017 12:43,Aug-17,6/16/2013,Adoption,Foster,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White
A791446,Leopold,3/31/2019 13:58,Mar-19,3/28/2016,Return to Owner,,Dog,Neutered Male,3 years,English Bulldog,White/Brown
A738706,,11/20/2016 9:00,Nov-16,11/19/2014,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Orange Tabby
A728903,Izzy,5/21/2017 15:18,May-17,6/10/2015,Adoption,,Dog,Spayed Female,1 year,American Bulldog Mix,Black/White
A832041,Tiny,4/17/2021 12:33,Apr-21,4/6/2019,Adoption,Offsite,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A790939,,3/19/2019 13:34,Mar-19,3/18/2019,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
A790255,Pantera,3/12/2019 17:37,Mar-19,3/7/2017,Rto-Adopt,,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,Black
A798379,,7/13/2019 12:36,Jul-19,6/25/2018,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair/Rat Terrier,Tricolor
A690186,Keylow,10/8/2015 17:06,Oct-15,2/15/2014,Adoption,,Dog,Neutered Male,1 year,Miniature Poodle Mix,White
A754460,,7/25/2017 12:06,Jul-17,4/21/2017,Transfer,Snr,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A760255,Deuce,10/23/2017 15:38,Oct-17,10/15/2016,Adoption,,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Brown/Black
A695222,Bochy,1/15/2015 18:19,Jan-15,1/11/2013,Adoption,,Dog,Neutered Male,2 years,Flat Coat Retriever Mix,Black/White
A842803,Charlie,9/23/2021 18:10,Sep-21,7/21/2021,Adoption,,Dog,Neutered Male,2 months,Pit Bull,Tan
A752298,Maddie,8/15/2017 14:13,Aug-17,6/20/2009,Adoption,,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,Torbie
A664356,Azul,10/3/2013 16:37,Oct-13,3/3/2013,Transfer,Partner,Dog,Intact Male,7 months,Pit Bull Mix,Blue/White
A817406,Janice,5/27/2020 12:06,May-20,5/15/2016,Return to Owner,,Dog,Spayed Female,4 years,Labrador Retriever/Pit Bull,Tan/White
A736221,,10/7/2016 9:42,Oct-16,10/7/2014,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair Mix,Black
A702402,*Tic,7/8/2015 8:55,Jul-15,4/6/2015,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A789594,Morena,2/26/2019 19:33,Feb-19,2/24/2015,Adoption,,Dog,Spayed Female,4 years,Chihuahua Longhair Mix,Brown/Black
A711356,J.D.,9/11/2015 13:50,Sep-15,9/5/2009,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Chocolate
A729769,*Gracie,7/3/2016 13:52,Jul-16,6/23/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Calico
A855780,*Sugar Ray,5/10/2022 18:41,May-22,4/22/2019,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,White/Brown Tabby
A671609,Wilson,7/2/2015 11:04,Jul-15,1/28/2013,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever,Tan/White
A671789,Sam,2/3/2014 16:48,Feb-14,1/30/2012,Adoption,,Dog,Intact Male,2 years,Miniature Poodle/Miniature Schnauzer,Buff
A730774,*Noodles,7/16/2016 19:03,Jul-16,1/10/2016,Adoption,,Dog,Neutered Male,6 months,Jack Russell Terrier Mix,Black
A748210,,5/4/2017 12:47,May-17,4/30/2016,Rto-Adopt,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tricolor
A825041,,10/27/2020 9:48,Oct-20,10/26/2019,Disposal,,Other,Unknown,1 year,Bat,Brown
A566568,Duck,2/23/2019 11:33,Feb-19,2/12/2009,Adoption,,Dog,Neutered Male,10 years,Harrier Mix,Brown/Black
A767611,Queen,3/17/2018 13:16,Mar-18,9/4/2016,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/Brown Brindle
A711270,,10/22/2015 9:00,Oct-15,9/4/2014,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A669647,Theodore,1/3/2014 14:36,Jan-14,12/24/2012,Return to Owner,,Dog,Intact Male,1 year,Australian Cattle Dog/Labrador Retriever,Tan/White
A827274,*Fizzle,12/30/2020 15:24,Dec-20,9/2/2020,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby
A799811,Angel,10/22/2019 8:21,Oct-19,7/12/2012,Adoption,Foster,Dog,Spayed Female,7 years,Chihuahua Shorthair,Cream
A725432,Clark,9/6/2017 17:08,Sep-17,4/29/2011,Return to Owner,,Dog,Neutered Male,6 years,Staffordshire/Boxer,Black/White
A712266,,9/20/2015 7:57,Sep-15,8/20/2015,Died,In Kennel,Other,Unknown,4 weeks,Bat,Brown/Black
A687011,Gigi,9/4/2014 17:58,Sep-14,12/30/2013,Adoption,,Dog,Spayed Female,8 months,Boston Terrier Mix,Black/White
A826220,,11/22/2020 15:20,Nov-20,10/29/2020,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby
A742748,Elsie,6/23/2018 20:45,Jun-18,1/27/2007,Adoption,Foster,Cat,Spayed Female,11 years,Domestic Shorthair Mix,White/Black
A671765,Negra,7/6/2014 15:58,Jul-14,1/30/2013,Return to Owner,,Dog,Spayed Female,1 year,Dachshund Wirehair Mix,Black/White
A774643,Molly,6/22/2018 12:27,Jun-18,2/3/2018,Transfer,Partner,Dog,Intact Female,4 months,Miniature Schnauzer Mix,Brown
A718679,Sam,1/24/2016 18:03,Jan-16,1/4/2015,Adoption,,Dog,Neutered Male,1 year,American Foxhound Mix,White/Black
A746806,*Palmer,4/13/2017 17:12,Apr-17,4/9/2016,Adoption,,Dog,Neutered Male,1 year,Anatol Shepherd,Tan
A880165,,5/8/2023 8:36,May-23,5/5/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A793783,Spinner,7/13/2019 14:54,Jul-19,4/20/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A810108,,12/9/2019 17:29,Dec-19,9/23/2019,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever,Tricolor
A851782,Cilantro,3/12/2022 16:10,Mar-22,5/18/2021,Adoption,,Dog,Neutered Male,9 months,Great Pyrenees/Australian Cattle Dog,Black/White
A692379,Maunster,12/20/2014 17:23,Dec-14,10/19/2014,Adoption,Foster,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Tan
A799586,,7/14/2019 17:27,Jul-19,7/10/2017,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Cream Tabby/White
A779909,,9/11/2018 18:06,Sep-18,9/6/2016,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A706720,Nikko,7/24/2015 17:19,Jul-15,7/2/2011,Adoption,,Dog,Neutered Male,4 years,Miniature Schnauzer Mix,Tan/Gray
A823496,*Rigatoni,11/3/2020 9:15,Nov-20,8/17/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Black/White
A678591,Parker,5/14/2014 19:06,May-14,3/2/2014,Adoption,,Dog,Spayed Female,2 months,Cardigan Welsh Corgi Mix,Tricolor
A735888,Coco,10/1/2016 17:26,Oct-16,10/1/2014,Return to Owner,,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/Brown
A669875,Daisy,12/30/2013 14:06,Dec-13,12/29/2008,Return to Owner,,Dog,Spayed Female,5 years,Lhasa Apso Mix,Black
A864870,*Monaka,10/5/2022 15:17,Oct-22,5/1/2022,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,White/Black
A820871,,7/31/2020 11:36,Jul-20,5/31/2020,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A803732,*Ginny,9/14/2019 12:03,Sep-19,5/11/2019,Adoption,,Dog,Spayed Female,4 months,Boxer,Brown/White
A698165,,3/7/2015 9:45,Mar-15,2/6/2015,Died,,Other,Unknown,4 weeks,Bat,Brown/Black
A635766,Shadow,1/7/2014 11:19,Jan-14,6/27/2012,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull/Boxer,Chocolate/White
A772493,Molly,5/21/2018 19:18,May-18,5/20/2016,Return to Owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Tan/Black
A736505,Tommy,11/20/2016 17:44,Nov-16,9/19/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A819006,Little Girl,8/11/2020 17:05,Aug-20,3/19/2018,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair,White
A754796,*Guppy,9/30/2017 9:51,Sep-17,6/30/2017,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A717893,Rasgo,12/18/2015 18:13,Dec-15,8/18/2015,Adoption,,Dog,Neutered Male,4 months,Havanese Mix,Apricot
A810461,Chance,12/23/2019 18:25,Dec-19,12/14/2017,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Black
A714226,Lars,10/26/2015 0:00,Oct-15,10/24/2008,Transfer,Partner,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Black/Brown
A794662,Sam,1/27/2022 12:41,Jan-22,5/10/2016,Adoption,Foster,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby/White
A787336,*Genevieve,3/25/2019 18:19,Mar-19,1/11/2017,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A688756,,9/27/2014 17:08,Sep-14,7/8/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Blue Tabby
A868329,Bon Bon,11/19/2022 17:08,Nov-22,9/1/2022,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Black/White
A816306,*Jelly Bean,6/17/2020 13:23,Jun-20,4/12/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A787658,*Fergus,3/11/2019 0:00,Mar-19,1/17/2017,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A674631,*Claude,4/19/2014 17:33,Apr-14,3/16/2011,Adoption,,Dog,Neutered Male,3 years,American Bulldog Mix,White/Tan
A800445,Mini,7/22/2019 18:47,Jul-19,6/5/2013,Return to Owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tan/White
A875438,Leola,3/7/2023 18:54,Mar-23,7/27/2022,Adoption,,Dog,Spayed Female,7 months,German Shepherd,Brown/Black
A684828,,7/30/2014 9:00,Jul-14,3/14/2014,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Cream Tabby/White
A749133,*Cowboy,8/1/2020 8:12,Aug-20,4/5/2017,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair Mix,White/Black
A686043,,8/16/2014 8:41,Aug-14,8/15/2013,Disposal,,Other,Unknown,1 year,Bat Mix,Brown
A692765,,12/2/2014 17:31,Dec-14,9/25/2014,Euthanasia,Suffering,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A774672,,7/15/2018 16:43,Jul-18,4/25/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A695408,,1/18/2015 8:42,Jan-15,11/8/2014,Adoption,Offsite,Dog,Spayed Female,2 months,Rottweiler/German Shepherd,Sable
A667667,,11/26/2013 13:43,Nov-13,8/6/2013,Transfer,Partner,Dog,Intact Male,3 months,Dachshund Mix,Tan
A681907,Tortilla,6/28/2014 18:52,Jun-14,4/21/2014,Adoption,,Cat,Intact Female,2 months,Siamese Mix,Tortie Point
A678341,Bear,5/26/2014 15:53,May-14,5/7/2012,Return to Owner,,Dog,Neutered Male,2 years,Golden Retriever/Chow Chow,Tan
A795431,*Maggie,5/29/2019 14:25,May-19,5/20/2011,Transfer,Partner,Dog,Intact Female,8 years,Wire Hair Fox Terrier Mix,Tricolor
A795465,,6/1/2019 22:03,Jun-19,3/20/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A696806,*Davis,2/17/2015 19:02,Feb-15,6/12/2014,Adoption,,Dog,Neutered Male,8 months,Dachshund Mix,Brown/White
A848813,*Lucas,2/1/2022 16:19,Feb-22,12/28/2019,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,White/Black
A808052,*Oreo,12/3/2019 16:46,Dec-19,8/19/2019,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White
A839074,,7/23/2021 9:29,Jul-21,3/19/2021,Died,In Kennel,Cat,Intact Male,4 months,Domestic Shorthair,Black/White
A795140,Roo,5/23/2019 17:39,May-19,5/16/2017,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Blue Tick
A836159,*Morgan,6/30/2021 14:41,Jun-21,12/7/2019,Adoption,Foster,Dog,Spayed Female,1 year,Australian Cattle Dog,Blue Tick
A823494,*Macaroni,11/3/2020 9:13,Nov-20,8/17/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A750772,,5/31/2017 18:19,May-17,4/16/2017,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever Mix,Black
A765588,*Clarke,1/24/2018 10:12,Jan-18,12/15/2017,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Brown
A760496,*Marco Polo,12/30/2017 15:44,Dec-17,8/19/2017,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A787340,,1/11/2019 14:53,Jan-19,1/11/2018,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A868958,*Draper,1/7/2023 10:08,Jan-23,6/10/2022,Adoption,Foster,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Brown/White
A736523,*Clementina,11/3/2016 12:35,Nov-16,10/12/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A706159,Junebug,7/31/2015 14:01,Jul-15,6/25/2014,Adoption,Foster,Dog,Intact Female,1 year,Border Collie/Whippet,Black/White
A810115,,12/9/2019 18:02,Dec-19,9/24/2019,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever,Tricolor
A811845,L.S,1/22/2020 13:53,Jan-20,1/10/2005,Rto-Adopt,,Cat,Spayed Female,15 years,Domestic Shorthair Mix,Black
A830628,Buck,3/14/2021 16:15,Mar-21,3/12/2018,Return to Owner,,Dog,Intact Male,3 years,German Shepherd,Tan/Black
A737112,,10/23/2016 9:00,Oct-16,10/22/2015,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A757498,*Sergeant,9/11/2017 14:16,Sep-17,9/3/2011,Adoption,,Dog,Neutered Male,6 years,German Shepherd Mix,Black/Brown
A849152,Bruno,3/11/2022 13:57,Mar-22,1/3/2020,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A834933,*Salsa,5/30/2021 13:01,May-21,3/20/2021,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A749348,*Toby,7/12/2017 9:48,Jul-17,5/4/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A796292,Duchess,6/10/2019 18:59,Jun-19,5/31/2014,Return to Owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair,Brown
A725980,,6/25/2016 17:31,Jun-16,5/1/2016,Adoption,Foster,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Brown
A690543,*Scarlet,1/5/2017 19:25,Jan-17,10/22/2013,Return to Owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Chocolate/White
A799980,Chikis,7/23/2019 17:24,Jul-19,5/15/2013,Transfer,Partner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/White
A704278,Candy,6/7/2015 18:37,Jun-15,6/3/2013,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Red/White
A665095,Paddy,10/18/2013 13:23,Oct-13,10/17/2009,Transfer,Partner,Dog,Neutered Male,4 years,Dachshund Mix,Red/Buff
A612006,Dusty,9/12/2014 15:56,Sep-14,10/15/2002,Return to Owner,,Dog,Intact Male,11 years,Chow Chow Mix,Tan
A774090,Stanley,6/21/2018 15:18,Jun-18,6/10/2013,Adoption,,Dog,Neutered Male,5 years,Doberman Pinsch Mix,Black/Tan
A790785,Bingo,5/26/2020 13:50,May-20,3/16/2018,Adoption,Foster,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Brown
A678083,*Aspen,7/12/2014 15:57,Jul-14,4/3/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A769669,,4/12/2018 17:32,Apr-18,4/8/2016,Transfer,Snr,Cat,Intact Male,2 years,Domestic Longhair Mix,Cream Tabby
A639030,Cate,6/15/2014 13:18,Jun-14,10/8/2005,Return to Owner,,Dog,Spayed Female,8 years,German Shepherd Mix,Tan
A854997,,4/12/2022 13:22,Apr-22,4/12/2020,Transfer,Partner,Dog,Intact Female,2 years,German Shepherd Mix,Black
A846023,,11/8/2021 18:15,Nov-21,10/21/2021,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby
A812889,Tutti,2/1/2020 13:23,Feb-20,10/15/2019,Adoption,,Cat,Intact Female,3 months,Domestic Longhair,Black/White
A749777,,6/6/2017 17:17,Jun-17,4/10/2017,Adoption,Foster,Dog,Spayed Female,1 month,Australian Shepherd Mix,Blue Merle
A847243,Agent,12/3/2021 16:24,Dec-21,6/29/2021,Adoption,,Dog,Neutered Male,5 months,Catahoula,Yellow Brindle/White
A737963,,11/7/2016 17:12,Nov-16,9/7/2016,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,White/Gray
A794634,Diamond,7/11/2019 16:09,Jul-19,4/10/2019,Adoption,,Cat,Spayed Female,3 months,Siamese,Lynx Point
A703672,*Chillon,4/13/2016 0:00,Apr-16,4/1/2015,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A715807,*Franz,1/15/2016 16:59,Jan-16,8/10/2015,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A827315,Atticus,1/27/2021 13:11,Jan-21,12/18/2011,Adoption,Foster,Dog,Neutered Male,9 years,Labrador Retriever,Chocolate
A793307,,4/24/2019 16:24,Apr-19,1/23/2019,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point/White
A805212,Turtle,10/22/2019 17:19,Oct-19,11/24/2018,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair,Tortie
A855631,Queso,5/14/2022 17:56,May-22,4/21/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair,Orange Tabby
A737367,*Charlie,10/31/2016 18:50,Oct-16,10/26/2015,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor
A749609,*Emmy Lou,7/21/2017 10:12,Jul-17,5/16/2017,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/Brown
A686100,,8/20/2014 17:17,Aug-14,6/16/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A754990,,7/30/2017 18:14,Jul-17,5/27/2017,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Tan/Black
A801848,*Kit,9/26/2019 19:07,Sep-19,7/10/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A650142,Koda,1/22/2014 17:00,Jan-14,3/24/2011,Return to Owner,,Dog,Neutered Male,2 years,Chow Chow Mix,Brown/White
A832511,*Theodosia,5/25/2021 12:13,May-21,4/14/2019,Adoption,,Cat,Spayed Female,2 years,Siamese Mix,Chocolate Point
A754540,*Lily,12/20/2017 7:31,Dec-17,9/18/2010,Adoption,Foster,Dog,Spayed Female,7 years,Labrador Retriever Mix,Yellow
A818385,,6/8/2020 15:29,Jun-20,3/17/2020,Return to Owner,,Cat,Intact Male,2 months,Domestic Shorthair,Blue Smoke
A848012,Zeus,12/16/2021 16:34,Dec-21,12/13/2014,Transfer,Out State,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tricolor
A800657,,8/3/2019 8:36,Aug-19,7/22/2019,Transfer,Partner,Dog,Unknown,1 weeks,Labrador Retriever,Tricolor
A735484,Homie,11/19/2016 16:18,Nov-16,9/24/2015,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Australian Kelpie,Chocolate/White
A732882,,8/14/2016 13:43,Aug-16,8/14/2014,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A763291,Bluebell,12/13/2017 16:40,Dec-17,12/6/2016,Adoption,,Dog,Spayed Female,1 year,American Staffordshire Terrier Mix,Brown Brindle/White
A793667,Lucas,5/3/2019 11:34,May-19,4/28/2017,Return to Owner,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A813293,,2/13/2020 17:24,Feb-20,2/13/2014,Adoption,,Dog,Spayed Female,6 years,Beagle,White/Brown
